,Tweet,label
289,"the room is definitely a comfortable room, not noisy, it doesn't matter if children disturb concentration, hematid tips, save children online teaching covid",1
290,teaching the online system is tired of eye-catching face-to-face classes,-1
291,"mas boro, blind salary, no salary, no salary from January, teaching burden, Sunday hours, added homeroom teachers, no honorarium, added students, no house fees, still teaching online",-1
292,teaching practice sem material help copy online,1
293,DPRD offers effective online teaching methods,1
294,"the corona pandemic, the online teaching process at home, students access lessons, the net limit often prevents parents from stuttering",-1
295,"dips, please teach the faculty online so that it can be used by Semarang customers",1
296,"Dear Governor of North Sumatra, please share the circular letter of the Governor of North Sumatra number B. Long, be active in teaching online home teaching, COVID-19 pandemic emergency, May, Thank you",1
297,"the covid outbreak, the school kbm process stops moving house, online online method, students demand creative teaching",1
298,"I don't like online lectures, I really don't like my friends, because I really don't teach Google searching, the test loses the value of searching if I go to college the grades are really fast",-1
299,"I don't know how much I like brown math, Gin, I teach online, Lee Gon",1
300,oo the results of online teaching methods are the usual rich ones,1
301,"The principal of the Cahaya Rancamaya School held online teaching, joined the Ministry of Education and Culture to drop out of the Ministry of Education and Culture",-1
302,"cm, hi guys who helped fill out the stress emotion regulation questionnaire online or not, tap dm, thank you",-1
303,"The net punten interfered with terosss yesterday morning to the point of making people emotional, people teaching online, just delaying ros because you don't send me my job, wow, if the house has changed my provider",1
304,"it's cruel to go back to online lectures, teach looking for modules, not lecturers, I don't know nang",-1
305,"If I really choose, maybe I have friends who have a bad influence on me, I go to college, I have a circle, but I regularly teach together on assignments together when I'm online, how about discussing your online circle, how about I've been on both toxic good circles anyway",1
306,the dilemma of teaching online teacher hours and minutes,-1
307,"online lectures, the lecturers are not ready to teach all online, as a result, they give you assignments, if you study offline, you still learn to understand what assignments are done, the lecturers don't do it, wkwkwk, the teaching is not rich",-1
308,Singapore bans video conferencing app Zoom teacher serious incident remote teaching week incident involving indecent images pops up online teaching screen,-1
309,"upi filling out the questionnaire is not motivated to teach online, rep, just tap, thank you",1
310,"teaching online is applied to all areas, hope to maximize the teaching of houses to grow, hopefully local children will be aware of their limits, hope that the lks are finished, mamah digests",1
311,"Taking online lectures is very lucky, seriously, normal lectures, never teach if you don't take the lek test, you're lazy, come on down hehe, but because online, you really don't have a lecturer, or the sound of the laptop cracking, jyan gaiso, moves keturon",-1
312,"go to school in the morning, take the report card for the child, the school number, September, see the situation when it is prone to covid, enter January, because sometimes the condition of the children is bored with online teaching",-1
